title,tags
Stone,"drama prison fire manipul seduct vegetarian playground decept arson parol arsonist convict hous fire parol offic jack mabri ha onli a few week left befor retir and wish to finish out the case he' been assigned. one such case is that of gerald 'stone' creeson, a convict arsonist who is up for parole. jack is initi reluct to indulg stone in the coars banter he wish to pursu and feel littl sympathi for the prisoner' plead for an earli release. see littl hope in convinc jack himself, stone arrang for hi wife to seduc the officer, but motiv and intent steadili blur amidst the passion and buri secret of the corrupt player in thi deadli game of deception. john curran franc conroy robert de niro edward norton milla jovovich"
Hunger,horror hunger claustrophobia captiv flesh eat starvat five stranger face the unthink when they wake up and find themselv trapped. with no idea how they got there they frantic tri to figur out how to escape. the disori group quickli realis the truth about their situat when they discov anoth room contain enough water to surviv for 30 days… and a razor sharp surgic knife. the intent becom quit clear. whoever put them in thi place want to see just how long it will take befor the hunger make them commit unspeak act and cross a veri deadli line. steven hentg lori heur linden ashbi joe egend lea kohl
Grimm Love,"drama thriller videoband kanibalismu victim murder killer in germany, as graduat student kati armstrong research cannib killer oliv hagen for her thesis, she becom obsess with her subject and ultim plung into a lifestyl similar to hagen' and the thousand of peopl like him. martin weisz keri russel thoma kretschmann thoma huber rainier meissner"
Naughty Marietta,drama music princess indian scout a french princess in coloni america get involv with an indian scout. w.s. van dyke robert z. leonard jeanett macdonald nelson eddi frank morgan elsa lanchest
The Hawaiians,"drama romanc hawaii pineappl 19th centuri a wander return home onli to find polit turmoil, diseas and romant difficulties. tom gri charlton heston tina chen geraldin chaplin mako"
One Million B.C.,"fantasi horror new love challeng fighter dinosaur cavemen one million b.c. is a 1940 american fantasi film produc by hal roach studio and releas by unit artists. it is also known by the titl cave man, man and hi mate, and tumak. the film star victor matur as protagonist tumak, a young cave man who strive to unit the uncivil rock tribe and the peac shell tribe, carol landi as loana, daughter of the shell tribe chief and tumak' love interest, and lon chaney, jr. as tumak' stern father and leader of the rock tribe. hal roach hal roach, jr. victor matur carol landi lon chaney jr. john hubbard"
Inside Job,"documentari corrupt capit global bank banker fraud wall street financ global economi bank crisi money econom financi crisi stock market corpor a film that expos the shock truth behind the econom crisi of 2008. the global financi meltdown, at a cost of over $20 trillion, result in million of peopl lose their home and jobs. through extens research and interview with major financi insiders, politician and journalists, insid job trace the rise of a rogu industri and unveil the corros relationship which have corrupt politics, regul and academia. charl ferguson matt damon william ackman barack obama georg w. bush"
Leaving,"drama romanc hospit doctor patient relationship woman director suzann is a well to do marri woman and mother in the south of france. her idl bourgeoi lifestyl get her down and she decid to go back to work as a physiotherapist. her husband agre to fix up a consult room for her in their backyard. when suzann and the man hire to do the build meet, the mutual attract is sudden and violent. suzann decid to give up everyth and live thi all engulf passion to the fullest. catherin corsini kristin scott thoma sergi lópez yvan attal bernard blancan"
Monsters,"drama thriller scienc fiction monster pyramid radio dystopia infect forest low-budget alien alien invas central america vigil cattl dead fish six year ago nasa discov the possibl of alien life within our solar system. a probe wa launch to collect samples, but crash upon re-entri over central america. soon after, new life form began to appear and half of mexico wa quarantin as an infect zone. today, the american and mexican militari still struggl to contain ""the creatures,"" while a journalist agre to escort a shaken tourist through the infect zone in mexico to the safeti of the u.s. border. gareth edward whitney abl scoot mcnairi annale jefferi kevon kane"
Where The Red Fern Grows,"drama famili where the red fern grow is the heartwarm and adventur tale for all age about a young boy and hi quest for hi own red-bon hound hunt dogs. set in the ozark mountain dure the great depression, billi coleman work hard and save hi earn for 2 year to achiev hi dream of buy two coonhound pups. he develop a new trust in god as he face overwhelm challeng in adventur and tragedi roam the river bottom of cheroke countri with ""old dan"" and ""littl ann."" the movi follow the insepar trio as they romp relentlessli through the ozarks, tri to tree the elus ""ghost"" raccoon. their effort prove victori as they win the covet gold cup in the annual coon-hunt contest, captur wili ghost coon and brave fight a mountain lion. through these adventur billi realiz the mean of true friendship, loyalty, integr and heroics, in thi timeless and poignant come of age story. lyman dayton sam pillsburi joseph ashton dabney coleman ned beatti dave matthew"
Dragonlance: Dragons Of Autumn Twilight,"adventur anim fantasi after five year apart, search the world of krynn for proof of the exist of the true gods, a group of adventur reach their goal in the form of a barbarian woman carri a miracul blue crystal staff. soon they are thrust into war as an armi of dragon overtak their homeland. will meugniot kiefer sutherland luci lawless michael rosenbaum fred tatascior"
David Cross: Bigger and Blackerer,"comedi stand-up comedi bigger and blacker wa tape dure two shows, back-to-back on the same even at boston' wilbur theatre. onli by watch thi video will you learn of cross uniqu relationship with the deaf community, share hi canni insight into the editori machin behind the bible, and marvel at how well a bald, middle-ag white guy can fill out a pair of jeans. lanc bang david cross mort burk dean crow todd glass"
"Murder, Inc.","action adventur crime drama mysteri thriller organ crime chronicl the rise and fall of the organis crime syndic known as murder, incorporated, focus on power boss lepk and violent hit man reles. stuart rosenberg burt balaban stuart whitman may britt peter falk henri morgan"
Conviction,"drama prison brother sister relationship law school when betti ann waters' older brother kenni is arrest for murder and sentenc to life in 1983, betti anne, a massachusett wife and mother of two, dedic her life to overturn the murder conviction. convinc that her brother is innocent, betti ann put herself through high school, colleg and, finally, law school in an 18 year quest to free kenny. with the help of best friend abra rice, betti ann pore through suspici evid mount by small town cop nanci taylor, meticul retrac the step that led to kenny' arrest. belief in her brother - and her quest for the truth - push betti ann and her team to uncov the fact and util dna evid with the hope of exoner kenny. toni goldwyn hilari swank sam rockwel minni driver baile madison"
